# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ascG	ER3413_2793	AIZ52513	protein_coding	0	5	3	79	0	0	0	0	28	0	0	3	0	0	0	0	0	0	0	5	51
asd	ER3413_3523	AIZ53227	protein_coding	3	11	13	116	0	0	0	0	62	0	0	13	0	0	0	0	3	0	0	11	54
aslA	ER3413_3913	AIZ53606	protein_coding	0	0	0	78	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	53
aslB	ER3413_3912	AIZ53605	protein_coding	0	0	0	31	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	25
asmA	ER3413_2126	AIZ51873	protein_coding	0	12	17	219	0	0	0	0	93	0	0	17	0	0	0	0	0	0	0	12	126
asnA	ER3413_3857	AIZ53558	protein_coding	0	4	4	102	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	4	97
asnB	ER3413_686	AIZ54516	protein_coding	0	0	0	73	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	6
asnC	ER3413_3856	AIZ53557	protein_coding	0	1	0	114	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	1	16
asnS	ER3413_952	AIZ54785	protein_coding	0	1	0	59	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	55
asnT	ER3413_2040	ER3413_2040-1	protein_coding	0	0	0	148	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	63
asnU	ER3413_2048	ER3413_2048-1	protein_coding	0	0	3	207	0	0	0	0	167	0	0	3	0	0	0	0	0	0	0	0	40
asnV	ER3413_2051	ER3413_2051-1	protein_coding	0	1	0	230	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	1	138
asnW	ER3413_2046	ER3413_2046-1	protein_coding	0	0	0	217	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	180
aspA	ER3413_4283	AIZ53956	protein_coding	0	0	1	4	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1
aspC	ER3413_949	AIZ54782	protein_coding	0	0	2	49	0	0	0	0	18	0	0	2	0	0	0	0	0	0	0	0	31
aspS	ER3413_1918	AIZ51682	protein_coding	0	0	0	46	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	16
aspT	ER3413_3874	ER3413_3874-1	protein_coding	0	0	0	40	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	37
aspU	ER3413_210	ER3413_210-1	protein_coding	0	2	0	52	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	2	24
aspV	ER3413_220	ER3413_220-1	protein_coding	0	0	0	49	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	38
asr	ER3413_1634	AIZ51390	protein_coding	0	0	0	47	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	44
astA	ER3413_1791	AIZ51550	protein_coding	0	0	0	49	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	46
astB	ER3413_1789	AIZ51547	protein_coding	0	0	3	26	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	24
astC	ER3413_1792	AIZ51551	protein_coding	0	2	4	49	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	2	46
astD	ER3413_1790	AIZ51549	protein_coding	0	0	0	44	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	41
astE	ER3413_1788	AIZ51546	protein_coding	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9
atoA	ER3413_2294	AIZ52036	protein_coding	0	0	0	70	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	53
atoB	ER3413_2296	AIZ52038	protein_coding	0	4	10	25	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	4	15
atoC	ER3413_2292	AIZ52034	protein_coding	2	6	2	81	0	0	0	0	18	1	0	2	0	0	0	0	1	0	0	6	63
atoD	ER3413_2293	AIZ52035	protein_coding	0	0	0	67	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	53
atoE	ER3413_2295	AIZ52037	protein_coding	0	0	0	57	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	35
atoS	ER3413_2291	AIZ52033	protein_coding	0	10	4	86	0	0	0	0	23	0	0	4	0	0	0	0	0	0	0	10	63
atpA	ER3413_3847	AIZ53547	protein_coding	2	2	18	146	0	0	0	0	63	1	0	18	0	0	0	0	1	0	0	2	83
atpB	ER3413_3851	AIZ53552	protein_coding	1	11	3	194	0	0	0	0	99	0	0	3	0	0	0	0	1	0	0	11	95
atpC	ER3413_3844	AIZ53544	protein_coding	0	5	6	100	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	5	97
atpD	ER3413_3845	AIZ53545	protein_coding	0	16	25	91	0	0	0	0	15	0	0	25	0	0	0	0	0	0	0	16	76
atpE	ER3413_3850	AIZ53551	protein_coding	0	0	2	204	0	0	0	0	97	0	0	2	0	0	0	0	0	0	0	0	107
atpF	ER3413_3849	AIZ53549	protein_coding	0	5	9	190	0	0	0	0	90	0	0	9	0	0	0	0	0	0	0	5	100
atpG	ER3413_3846	AIZ53546	protein_coding	0	4	5	130	0	0	0	0	55	0	0	5	0	0	0	0	0	0	0	4	75
atpH	ER3413_3848	AIZ53548	protein_coding	0	2	3	179	0	0	0	0	85	0	0	3	0	0	0	0	0	0	0	2	94
atpI	ER3413_3852	AIZ53553	protein_coding	0	1	0	184	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	1	101
avtA	ER3413_3679	AIZ53377	protein_coding	0	0	0	71	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	3
azoR	ER3413_1442	AIZ51214	protein_coding	0	0	0	37	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	10
azuC	ER3413_4522	AIZ54186	protein_coding	0	0	0	23	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	5
bacA	ER3413_3146	AIZ52850	protein_coding	0	8	8	239	0	0	0	0	56	0	0	8	0	0	0	1	0	0	0	7	183
baeR	ER3413_2141	AIZ51890	protein_coding	1	11	6	151	0	0	0	0	46	0	0	6	0	0	0	0	1	0	0	11	105
baeS	ER3413_2140	AIZ51889	protein_coding	0	4	10	162	0	0	0	0	58	0	0	10	0	0	0	0	0	0	0	4	104
bamA	ER3413_179	AIZ51548	protein_coding	0	3	3	95	0	0	0	0	88	0	0	3	0	0	0	0	0	0	0	3	7
bamB	ER3413_2591	AIZ52329	protein_coding	0	10	4	63	0	0	0	0	21	0	0	4	0	0	0	0	0	0	0	10	42
bamC	ER3413_2553	AIZ52291	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
bamD	ER3413_2678	AIZ52413	protein_coding	0	0	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14
bamE	ER3413_2698	AIZ52433	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
barA	ER3413_2871	AIZ52588	protein_coding	0	0	2	5	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	3
basR	ER3413_4255	AIZ53927	protein_coding	0	2	4	25	0	0	0	0	22	0	0	4	0	0	0	0	0	0	0	2	3
basS	ER3413_4254	AIZ53926	protein_coding	0	9	7	40	0	0	0	0	31	0	0	7	0	0	0	0	0	0	0	9	9
bax	ER3413_3677	AIZ53375	protein_coding	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8
bcp	ER3413_2556	AIZ52294	protein_coding	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2
bcr	ER3413_2253	AIZ51994	protein_coding	0	0	0	59	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	46
bcsA	ER3413_3632	AIZ53333	protein_coding	0	3	6	48	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	3	43
bcsB	ER3413_3631	AIZ53332	protein_coding	0	0	1	39	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	32
bcsC	ER3413_3629	AIZ53329	protein_coding	0	2	5	6	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	2	3
bcsE	ER3413_3636	AIZ53336	protein_coding	0	9	3	85	0	0	0	0	53	0	0	3	0	0	0	0	0	0	0	9	32
bcsF	ER3413_3637	AIZ53337	protein_coding	1	0	0	97	0	0	0	0	56	0	0	0	0	0	1	0	0	0	0	0	41
bcsG	ER3413_3638	AIZ53338	protein_coding	1	3	15	92	0	0	0	0	50	1	0	15	0	0	0	0	0	0	0	3	42
bcsZ	ER3413_3630	AIZ53331	protein_coding	0	0	0	18	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10
bdcA	ER3413_4392	AIZ54070	protein_coding	0	4	7	142	0	0	0	0	63	0	0	7	0	1	0	0	0	0	1	3	79
bdcR	ER3413_4393	AIZ54071	protein_coding	0	3	0	151	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	3	71
bdm	ER3413_1517	AIZ51277	protein_coding	0	0	0	122	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	56
betA	ER3413_318	AIZ52882	protein_coding	0	0	0	51	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	49
betB	ER3413_319	AIZ52892	protein_coding	0	7	2	77	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	7	75
betI	ER3413_320	AIZ52904	protein_coding	1	1	6	96	0	0	0	0	10	0	0	6	0	0	0	0	1	0	0	1	86
betT	ER3413_321	AIZ52913	protein_coding	1	5	14	132	0	0	0	0	111	0	0	14	0	0	0	0	1	0	0	5	21
bfd	ER3413_3423	AIZ53123	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
bfr	ER3413_3422	AIZ53122	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
bglA	ER3413_2988	AIZ52698	protein_coding	0	4	20	89	0	0	0	0	44	0	0	20	0	0	0	0	0	0	0	4	45
bglB	ER3413_3833	AIZ53534	protein_coding	0	15	10	72	0	0	0	0	59	0	0	10	0	0	0	0	0	0	0	15	13
bglF	ER3413_3834	AIZ53535	protein_coding	1	4	5	58	0	0	0	0	55	1	0	5	0	0	0	0	0	0	0	4	3
bglG	ER3413_3835	AIZ53536	protein_coding	0	0	0	52	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	3
bglH	ER3413_3832	AIZ53533	protein_coding	2	4	3	122	0	0	0	0	82	0	0	3	0	0	0	0	2	0	0	4	40
bglJ	ER3413_4473	AIZ54137	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
bglX	ER3413_2195	AIZ51940	protein_coding	2	24	35	224	0	0	0	0	153	0	1	35	0	1	0	0	1	1	0	23	71
bhsA	ER3413_1141	AIZ50927	protein_coding	0	0	1	85	0	0	0	0	32	0	0	1	0	0	0	0	0	0	0	0	53
bioA	ER3413_792	AIZ54613	protein_coding	0	8	3	81	0	0	0	0	30	0	0	3	0	0	0	0	0	0	0	8	51
bioB	ER3413_793	AIZ54614	protein_coding	0	0	1	89	0	0	0	0	51	0	0	1	0	0	0	0	0	0	0	0	38
bioC	ER3413_795	AIZ54616	protein_coding	1	3	11	75	0	0	0	0	38	0	0	11	0	0	0	0	1	0	0	3	37
bioD	ER3413_796	AIZ54617	protein_coding	0	2	4	73	0	0	0	0	32	0	0	4	0	0	0	0	0	0	0	2	41
bioF	ER3413_794	AIZ54615	protein_coding	0	0	0	91	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	38
bioH	ER3413_3502	AIZ53207	protein_coding	0	2	7	31	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	2	30
birA	ER3413_4097	AIZ53778	protein_coding	1	7	5	180	0	0	0	0	65	0	0	5	0	0	0	0	1	0	0	7	115
bisC	ER3413_3653	AIZ53352	protein_coding	0	0	0	32	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	12
blc	ER3413_4294	AIZ53968	protein_coding	0	0	0	57	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	55
blr	ER3413_4531	AIZ54196	protein_coding	0	0	0	42	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	40
bluF	ER3413_1169	AIZ50956	protein_coding	1	1	2	16	0	0	0	0	3	0	0	2	0	0	0	0	1	0	0	1	13
bluR	ER3413_1168	AIZ50955	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
bolA	ER3413_444	AIZ54108	protein_coding	0	1	0	50	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	46
brnQ	ER3413_410	AIZ53781	protein_coding	0	0	1	47	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	33
bsmA	ER3413_4335	AIZ54011	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
bssR	ER3413_854	AIZ54681	protein_coding	0	1	2	72	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	1	63
bssS	ER3413_1087	AIZ50869	protein_coding	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
btuB	ER3413_4089	AIZ53775	protein_coding	1	24	36	118	0	0	0	0	97	0	0	36	0	0	0	0	1	0	0	24	21
btuC	ER3413_1754	AIZ51513	protein_coding	0	1	1	126	0	0	0	0	65	0	0	1	0	0	0	0	0	0	0	1	61
btuD	ER3413_1751	ER3413_1751	pseudogene	0	0	0	126	0	0	0	0	48	0	0	0	10	0	0	0	0	0	0	0	68
btuE	ER3413_1753	AIZ51512	protein_coding	0	8	10	112	0	0	0	0	52	0	0	10	0	0	0	0	0	0	0	8	60
btuF	ER3413_159	AIZ51346	protein_coding	0	0	2	52	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	45
btuR	ER3413_1289	AIZ51069	protein_coding	0	1	0	45	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	1	5
cadA	ER3413_4275	AIZ53948	protein_coding	0	13	9	116	0	0	0	0	94	0	0	9	0	0	0	0	0	0	0	13	22
cadB	ER3413_4276	AIZ53949	protein_coding	0	8	1	71	0	0	0	0	58	0	0	1	0	0	0	0	0	0	0	8	13
cadC	ER3413_4277	AIZ53950	protein_coding	1	3	7	44	0	0	0	0	42	0	0	7	0	0	0	0	1	0	0	3	2
caiA	ER3413_34	AIZ53096	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
caiB	ER3413_33	AIZ53002	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
caiC	ER3413_32	AIZ52903	protein_coding	0	0	2	4	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2
caiD	ER3413_31	AIZ52803	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
caiE	ER3413_30	AIZ52711	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
caiF	ER3413_29	AIZ52615	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1
caiT	ER3413_35	AIZ53203	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
can	ER3413_121	AIZ50994	protein_coding	0	6	0	48	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	6	9
carA	ER3413_27	AIZ52435	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
carB	ER3413_28	AIZ52520	protein_coding	0	0	1	4	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1
casA	ER3413_2842	AIZ52560	protein_coding	0	3	3	3	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	3	2
casB	ER3413_2841	AIZ52559	protein_coding	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8
casC	ER3413_2840	AIZ52558	protein_coding	0	0	0	27	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	8
casD	ER3413_4595	AIZ54266	protein_coding	0	0	0	53	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	7
casE	ER3413_2839	AIZ52556	protein_coding	0	0	0	91	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	7
cbeA	ER3413_2067	AIZ51816	protein_coding	0	0	1	19	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	7
cbl	ER3413_2049	AIZ51803	protein_coding	2	16	31	169	1	0	0	0	45	0	0	30	0	0	0	0	2	0	0	16	124
cbpA	ER3413_1023	AIZ50811	protein_coding	0	8	9	160	0	0	0	0	26	0	0	9	0	0	0	0	0	0	0	8	134
cbpM	ER3413_1022	AIZ50810	protein_coding	0	3	2	144	0	0	0	0	21	0	0	2	0	0	0	0	0	0	0	3	123
cbrA	ER3413_3804	AIZ53503	protein_coding	0	0	0	35	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	20
cbrB	ER3413_3828	AIZ53528	protein_coding	0	3	0	128	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	3	75
cbrC	ER3413_3829	AIZ53529	protein_coding	2	4	4	132	0	0	0	0	54	0	0	4	0	0	0	0	2	0	0	4	78
cbtA	ER3413_2068	AIZ51817	protein_coding	0	0	2	17	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	7
cca	ER3413_3145	AIZ52849	protein_coding	0	0	1	259	0	0	0	0	195	0	0	1	0	0	0	0	0	0	0	0	64
ccmA	ER3413_2272	AIZ52012	protein_coding	0	8	10	76	0	0	0	0	38	0	0	10	0	0	0	0	0	0	0	8	38
ccmB	ER3413_2271	AIZ52011	protein_coding	1	7	8	76	0	0	0	0	23	0	0	8	0	0	1	0	0	0	0	7	53
ccmC	ER3413_2270	AIZ52010	protein_coding	0	5	3	75	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	5	60
ccmD	ER3413_2269	AIZ52008	protein_coding	1	1	1	59	0	0	0	0	12	1	0	1	0	0	0	0	0	0	0	1	47
ccmE	ER3413_2268	AIZ52007	protein_coding	0	0	0	62	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	50
ccmF	ER3413_2267	AIZ52006	protein_coding	0	1	6	56	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	1	50
ccmH	ER3413_2265	AIZ52004	protein_coding	0	0	0	49	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	48
cdaR	ER3413_163	AIZ51385	protein_coding	0	6	7	111	0	0	0	0	76	0	0	7	0	0	0	0	0	0	0	6	35
cdd	ER3413_2209	AIZ51950	protein_coding	0	11	3	185	0	0	0	0	61	0	0	3	0	0	0	0	0	0	0	11	124
cdh	ER3413_4039	AIZ53725	protein_coding	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
cdsA	ER3413_177	AIZ51526	protein_coding	0	0	0	23	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	5
cedA	ER3413_1775	AIZ51532	protein_coding	0	0	0	57	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	36
cfa	ER3413_1702	AIZ51461	protein_coding	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9
chaA	ER3413_1233	AIZ51018	protein_coding	0	0	0	27	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	5
chaB	ER3413_1234	AIZ51019	protein_coding	0	0	0	21	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	15
chaC	ER3413_1235	AIZ51020	protein_coding	0	1	0	32	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	14
chbA	ER3413_1780	AIZ51538	protein_coding	0	0	0	38	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	2
chbB	ER3413_1782	AIZ51540	protein_coding	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2
chbC	ER3413_1781	AIZ51539	protein_coding	0	0	0	38	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	2
chbF	ER3413_1778	AIZ51535	protein_coding	1	4	3	41	0	0	0	0	39	1	0	3	0	0	0	0	0	0	0	4	2
chbG	ER3413_1777	AIZ51534	protein_coding	0	0	3	45	0	0	0	0	37	0	0	3	0	0	0	0	0	0	0	0	8
chbR	ER3413_1779	AIZ51536	protein_coding	0	0	0	38	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	2
cheA	ER3413_1941	AIZ51707	protein_coding	0	12	18	133	0	0	0	0	81	0	0	18	0	0	0	0	0	0	0	12	52
cheB	ER3413_1936	AIZ51701	protein_coding	0	14	9	149	0	0	0	0	66	0	0	9	0	0	0	0	0	0	0	14	83
cheR	ER3413_1937	AIZ51702	protein_coding	1	8	3	154	0	0	0	0	68	0	0	3	0	0	0	0	1	0	0	8	86
cheW	ER3413_1940	AIZ51706	protein_coding	0	16	6	132	0	0	0	0	70	0	0	6	0	0	0	1	0	0	0	15	62
cheY	ER3413_1935	AIZ51700	protein_coding	0	1	3	130	0	0	0	0	62	0	0	3	0	0	0	0	0	0	0	1	68
cheZ	ER3413_1934	AIZ51699	protein_coding	0	6	4	124	0	0	0	0	52	0	0	4	0	0	0	0	0	0	0	6	72
chiA	ER3413_3424	AIZ53124	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
chiP	ER3413_696	AIZ54524	protein_coding	0	2	4	86	0	0	0	0	36	0	0	4	0	0	0	1	0	0	0	1	50
chiQ	ER3413_697	AIZ54525	protein_coding	0	0	0	91	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	52
chiX	ER3413_4675	ER3413_4675-1	lincRNA	0	0	0	97	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
cho	ER3413_1786	AIZ51544	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
chpB	ER3413_4370	AIZ54048	protein_coding	0	7	1	234	0	0	0	0	147	0	0	1	0	0	0	0	0	0	0	7	87
chpS	ER3413_4369	AIZ54046	protein_coding	0	2	3	236	0	0	0	0	153	0	0	3	0	1	0	0	0	0	1	1	83
chrR	ER3413_3825	AIZ53525	protein_coding	0	1	4	133	0	0	0	0	83	0	0	4	0	0	0	0	0	0	0	1	50
cirA	ER3413_2222	AIZ51963	protein_coding	0	0	0	74	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	55
citC	ER3413_631	AIZ54468	protein_coding	0	5	1	54	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	5	39
citD	ER3413_630	AIZ54467	protein_coding	0	1	0	49	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	35
citE	ER3413_629	AIZ54465	protein_coding	0	2	3	45	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	2	36
citF	ER3413_628	AIZ54464	protein_coding	1	3	5	34	0	0	0	0	3	0	0	5	0	0	0	0	1	0	0	3	31
citG	ER3413_626	AIZ54462	protein_coding	0	0	0	31	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	28
citT	ER3413_625	AIZ54461	protein_coding	0	0	0	30	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	21
citX	ER3413_627	AIZ54463	protein_coding	0	0	0	34	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	31
clcA	ER3413_156	AIZ51318	protein_coding	0	1	1	67	0	0	0	0	29	0	0	1	0	0	0	0	0	0	0	1	38
clcB	ER3413_1630	AIZ51386	protein_coding	0	3	3	166	0	0	0	0	44	0	0	3	0	0	0	0	0	0	0	3	122
clpA	ER3413_901	AIZ54733	protein_coding	0	1	2	37	0	0	0	0	22	0	0	2	0	0	0	0	0	0	0	1	15
clpB	ER3413_2675	AIZ52410	protein_coding	1	9	3	51	0	0	0	0	50	0	0	3	0	0	0	0	1	0	0	9	1
clpP	ER3413_447	AIZ54133	protein_coding	0	0	0	40	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	29
clpS	ER3413_900	AIZ54732	protein_coding	0	0	1	18	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	14
clpX	ER3413_448	AIZ54141	protein_coding	0	0	0	32	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	21
clsA	ER3413_1268	AIZ51047	protein_coding	0	1	0	36	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	1	0
clsB	ER3413_807	AIZ54630	protein_coding	0	0	0	36	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	34
clsC	ER3413_1071	AIZ50855	protein_coding	0	0	0	42	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	27
cmk	ER3413_931	AIZ54763	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
cmoA	ER3413_1922	AIZ51687	protein_coding	0	1	2	17	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	1	6
cmoB	ER3413_1923	AIZ51688	protein_coding	0	2	2	15	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	2	7
cmtA	ER3413_3020	AIZ52733	protein_coding	0	0	0	25	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	8
cmtB	ER3413_3021	AIZ52734	protein_coding	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8
cnu	ER3413_1662	AIZ51421	protein_coding	0	0	0	48	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	40
coaA	ER3413_4098	AIZ53779	protein_coding	1	3	8	168	0	0	0	0	116	0	0	8	0	0	0	0	1	0	0	3	52
coaD	ER3413_3745	AIZ53445	protein_coding	0	4	6	102	0	0	0	0	82	0	0	6	0	0	0	0	0	0	0	4	20
coaE	ER3413_99	AIZ54824	protein_coding	0	2	0	99	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	2	66
cobB	ER3413_1149	AIZ50935	protein_coding	0	0	0	43	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	31
cobC	ER3413_653	AIZ54488	protein_coding	0	0	1	85	0	0	0	0	31	0	0	1	0	0	0	0	0	0	0	0	54
cobS	ER3413_2054	AIZ51807	protein_coding	0	1	1	249	0	0	0	0	176	0	0	1	0	0	0	0	0	0	0	1	73
cobT	ER3413_2053	AIZ51806	protein_coding	0	3	3	244	0	0	0	0	188	0	0	3	0	0	0	0	0	0	0	3	56
cobU	ER3413_2055	AIZ51808	protein_coding	1	1	4	229	0	0	0	0	155	0	0	4	0	0	1	0	0	0	0	1	74
codA	ER3413_345	AIZ53152	protein_coding	1	8	16	38	0	0	0	0	10	1	0	16	0	0	0	0	0	0	0	8	28
codB	ER3413_344	AIZ53141	protein_coding	0	6	11	43	0	0	0	0	31	0	0	11	0	0	0	0	0	0	0	6	12
cof	ER3413_456	AIZ54227	protein_coding	0	1	3	55	0	0	0	0	16	0	0	3	0	0	0	0	0	0	0	1	39
copA	ER3413_496	AIZ54337	protein_coding	1	60	24	50	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	60	50
corA	ER3413_3930	AIZ53622	protein_coding	0	4	2	21	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	4	16
